Year,School,City,County/State/ Territory,Count,All,African American,American Indian,Hispanic/ Latinx,Pacific Islander,Asian,White,Domestic Unknown,Int'l
2017,MORNINGSIDE HIGH SCHOOL,Inglewood,Los Angeles,App,13,,,11,,,,,
2017,MORNINGSIDE HIGH SCHOOL,Inglewood,Los Angeles,Adm,,,,,,,,,
2017,MORNINGSIDE HIGH SCHOOL,Inglewood,Los Angeles,Enr,,,,,,,,,
2017,MORRO BAY HIGH SCHOOL,Morro Bay,San Luis Obispo,App,11,,,,,,8,,
2017,MORRO BAY HIGH SCHOOL,Morro Bay,San Luis Obispo,Adm,,,,,,,,,
2017,MORRO BAY HIGH SCHOOL,Morro Bay,San Luis Obispo,Enr,,,,,,,,,
2017,MOUNT DIABLO HIGH SCHOOL,Concord,Contra Costa,App,8,,,,,,,,
2017,MOUNT DIABLO HIGH SCHOOL,Concord,Contra Costa,Adm,,,,,,,,,
2017,MOUNT DIABLO HIGH SCHOOL,Concord,Contra Costa,Enr,,,,,,,,,
2017,MOUNT EDEN HIGH SCHOOL,Hayward,Alameda,App,59,6,,15,,31,,,
2017,MOUNT EDEN HIGH SCHOOL,Hayward,Alameda,Adm,6,,,,,,,,
2017,MOUNT EDEN HIGH SCHOOL,Hayward,Alameda,Enr,3,,,,,,,,
2017,MOUNT MIGUEL HIGH SCHOOL,Spring Valley,San Diego,App,9,,,,,5,,,
2017,MOUNT MIGUEL HIGH SCHOOL,Spring Valley,San Diego,Adm,3,,,,,,,,
2017,MOUNT MIGUEL HIGH SCHOOL,Spring Valley,San Diego,Enr,,,,,,,,,
2017,MOUNT SHASTA HIGH SCHOOL,Mount Shasta,Siskiyou,App,8,,,,,,5,,
2017,MOUNT SHASTA HIGH SCHOOL,Mount Shasta,Siskiyou,Adm,,,,,,,,,
2017,MOUNT SHASTA HIGH SCHOOL,Mount Shasta,Siskiyou,Enr,,,,,,,,,
2017,MOUNTAIN HOUSE HIGH SCHOOL,Mountain House,San Joaquin,App,24,,,,,17,,,
2017,MOUNTAIN HOUSE HIGH SCHOOL,Mountain House,San Joaquin,Adm,5,,,,,4,,,
2017,MOUNTAIN HOUSE HIGH SCHOOL,Mountain House,San Joaquin,Enr,,,,,,,,,
2017,MOUNTAIN VIEW HIGH SCHOOL,Mountain View,Santa Clara,App,121,,,12,,51,42,11,
2017,MOUNTAIN VIEW HIGH SCHOOL,Mountain View,Santa Clara,Adm,23,,,,,12,7,,
2017,MOUNTAIN VIEW HIGH SCHOOL,Mountain View,Santa Clara,Enr,12,,,,,6,4,,
2017,MT CARMEL HIGH SCHOOL,San Diego,San Diego,App,65,,,6,,30,20,,
2017,MT CARMEL HIGH SCHOOL,San Diego,San Diego,Adm,22,,,,,11,7,,
2017,MT CARMEL HIGH SCHOOL,San Diego,San Diego,Enr,14,,,,,6,5,,
2017,MURRIETA MESA HIGH SCHOOL,Murrieta,Riverside,App,25,,,10,,7,5,,
2017,MURRIETA MESA HIGH SCHOOL,Murrieta,Riverside,Adm,3,,,,,,,,
2017,MURRIETA MESA HIGH SCHOOL,Murrieta,Riverside,Enr,,,,,,,,,
2017,MURRIETA VALLEY HIGH SCHOOL,Murrieta,Riverside,App,33,,,7,,9,10,,
2017,MURRIETA VALLEY HIGH SCHOOL,Murrieta,Riverside,Adm,6,,,,,,3,,
2017,MURRIETA VALLEY HIGH SCHOOL,Murrieta,Riverside,Enr,4,,,,,,,,
2017,NAPA HIGH SCHOOL,Napa,Napa,App,44,,,17,,,24,,
2017,NAPA HIGH SCHOOL,Napa,Napa,Adm,5,,,,,,,,
2017,NAPA HIGH SCHOOL,Napa,Napa,Enr,,,,,,,,,
2017,NARBONNE HIGH SCHOOL,Harbor City,Los Angeles,App,40,10,,21,,7,,,
2017,NARBONNE HIGH SCHOOL,Harbor City,Los Angeles,Adm,,,,,,,,,
2017,NARBONNE HIGH SCHOOL,Harbor City,Los Angeles,Enr,,,,,,,,,
2017,NATOMAS CHARTER SCHOOL PERFORM,Sacramento,Sacramento,App,25,,,7,,,8,,
2017,NATOMAS CHARTER SCHOOL PERFORM,Sacramento,Sacramento,Adm,4,,,3,,,,,
2017,NATOMAS CHARTER SCHOOL PERFORM,Sacramento,Sacramento,Enr,3,,,,,,,,
2017,NATOMAS HIGH SCHOOL,Sacramento,Sacramento,App,14,,,6,,5,,,
2017,NATOMAS HIGH SCHOOL,Sacramento,Sacramento,Adm,7,,,4,,3,,,
2017,NATOMAS HIGH SCHOOL,Sacramento,Sacramento,Enr,,,,,,,,,
2017,NEA COMMUNITY LEARNING CENTER,Alameda,Alameda,App,5,,,,,,,,
2017,NEA COMMUNITY LEARNING CENTER,Alameda,Alameda,Adm,,,,,,,,,
2017,NEA COMMUNITY LEARNING CENTER,Alameda,Alameda,Enr,,,,,,,,,
2017,NEVADA UNION HIGH SCHOOL,Grass Valley,Nevada,App,26,,,,,,17,,
2017,NEVADA UNION HIGH SCHOOL,Grass Valley,Nevada,Adm,5,,,,,,4,,
2017,NEVADA UNION HIGH SCHOOL,Grass Valley,Nevada,Enr,3,,,,,,,,
2017,NEW WEST CHARTER SCHOOL,Los Angeles,Los Angeles,App,37,,,6,,10,15,,
2017,NEW WEST CHARTER SCHOOL,Los Angeles,Los Angeles,Adm,8,,,,,,4,,
2017,NEW WEST CHARTER SCHOOL,Los Angeles,Los Angeles,Enr,,,,,,,,,
2017,NEWARK MEMORIAL HIGH SCHOOL,Newark,Alameda,App,39,,,13,,19,,,
2017,NEWARK MEMORIAL HIGH SCHOOL,Newark,Alameda,Adm,3,,,,,,,,
2017,NEWARK MEMORIAL HIGH SCHOOL,Newark,Alameda,Enr,3,,,,,,,,
2017,NEWBURY PARK HIGH SCHOOL,Newbury Park,Ventura,App,72,,,5,,31,33,,
2017,NEWBURY PARK HIGH SCHOOL,Newbury Park,Ventura,Adm,19,,,,,13,6,,
2017,NEWBURY PARK HIGH SCHOOL,Newbury Park,Ventura,Enr,13,,,,,9,4,,
2017,NEWPORT HARBOR HIGH SCHOOL,Newport Beach,Orange,App,79,,,19,,8,44,5,
2017,NEWPORT HARBOR HIGH SCHOOL,Newport Beach,Orange,Adm,16,,,5,,,5,,
2017,NEWPORT HARBOR HIGH SCHOOL,Newport Beach,Orange,Enr,7,,,3,,,,,
2017,NIPOMO HIGH SCHOOL,Nipomo,San Luis Obispo,App,11,,,,,,5,,
2017,NIPOMO HIGH SCHOOL,Nipomo,San Luis Obispo,Adm,,,,,,,,,
2017,NIPOMO HIGH SCHOOL,Nipomo,San Luis Obispo,Enr,,,,,,,,,
2017,NOGALES HIGH SCHOOL,La Puente,Los Angeles,App,29,,,22,,7,,,
2017,NOGALES HIGH SCHOOL,La Puente,Los Angeles,Adm,10,,,8,,,,,
2017,NOGALES HIGH SCHOOL,La Puente,Los Angeles,Enr,6,,,5,,,,,
2017,NORCO HIGH SCHOOL,Norco,Riverside,App,17,,,7,,,6,,
2017,NORCO HIGH SCHOOL,Norco,Riverside,Adm,,,,,,,,,
2017,NORCO HIGH SCHOOL,Norco,Riverside,Enr,,,,,,,,,
2017,NORTE VISTA SENIOR HIGH SCHOOL,Riverside,Riverside,App,21,,,17,,,,,
2017,NORTE VISTA SENIOR HIGH SCHOOL,Riverside,Riverside,Adm,3,,,,,,,,
2017,NORTE VISTA SENIOR HIGH SCHOOL,Riverside,Riverside,Enr,,,,,,,,,
2017,NORTH HIGH SCHOOL,Bakersfield,Kern,App,11,,,6,,,,,
2017,NORTH HIGH SCHOOL,Bakersfield,Kern,Adm,,,,,,,,,
2017,NORTH HIGH SCHOOL,Bakersfield,Kern,Enr,,,,,,,,,
2017,NORTH HIGH SCHOOL,Torrance,Los Angeles,App,32,,,7,,19,,,
2017,NORTH HIGH SCHOOL,Torrance,Los Angeles,Adm,6,,,,,5,,,
2017,NORTH HIGH SCHOOL,Torrance,Los Angeles,Enr,,,,,,,,,
2017,NORTH HOLLYWOOD HIGH SCHOOL,North Hollywood,Los Angeles,App,91,,,31,,36,19,,
2017,NORTH HOLLYWOOD HIGH SCHOOL,North Hollywood,Los Angeles,Adm,18,,,5,,9,3,,
2017,NORTH HOLLYWOOD HIGH SCHOOL,North Hollywood,Los Angeles,Enr,7,,,,,,,,
2017,NORTH MONTEREY COUNTY HS,Castroville,Monterey,App,21,,,19,,,,,
2017,NORTH MONTEREY COUNTY HS,Castroville,Monterey,Adm,3,,,,,,,,
2017,NORTH MONTEREY COUNTY HS,Castroville,Monterey,Enr,,,,,,,,,
2017,NORTH SALINAS HIGH SCHOOL,Salinas,Monterey,App,26,,,16,,8,,,
2017,NORTH SALINAS HIGH SCHOOL,Salinas,Monterey,Adm,6,,,,,4,,,
2017,NORTH SALINAS HIGH SCHOOL,Salinas,Monterey,Enr,4,,,,,3,,,
2017,NORTH TAHOE HIGH SCHOOL,Tahoe City,Placer,App,14,,,,,,11,,
2017,NORTH TAHOE HIGH SCHOOL,Tahoe City,Placer,Adm,6,,,,,,5,,
2017,NORTH TAHOE HIGH SCHOOL,Tahoe City,Placer,Enr,5,,,,,,4,,
2017,NORTH VALLEY MILITARY INST,Sun Valley,Los Angeles,App,,,,,,,,,
2017,NORTH VALLEY MILITARY INST,Sun Valley,Los Angeles,Adm,,,,,,,,,
2017,NORTH VALLEY MILITARY INST,Sun Valley,Los Angeles,Enr,,,,,,,,,
2017,NORTHCOAST PREP & PERF ARTS A,Arcata,Humboldt,App,20,,,,,,15,,
2017,NORTHCOAST PREP & PERF ARTS A,Arcata,Humboldt,Adm,6,,,,,,,,
2017,NORTHCOAST PREP & PERF ARTS A,Arcata,Humboldt,Enr,4,,,,,,,,
2017,NORTHGATE HIGH SCHOOL,Walnut Creek,Contra Costa,App,77,,,7,,36,29,,
2017,NORTHGATE HIGH SCHOOL,Walnut Creek,Contra Costa,Adm,14,,,,,7,3,,
2017,NORTHGATE HIGH SCHOOL,Walnut Creek,Contra Costa,Enr,5,,,,,3,,,
2017,NORTHVIEW HIGH SCHOOL,Covina,Los Angeles,App,22,,,16,,5,,,
2017,NORTHVIEW HIGH SCHOOL,Covina,Los Angeles,Adm,4,,,3,,,,,
2017,NORTHVIEW HIGH SCHOOL,Covina,Los Angeles,Enr,,,,,,,,,
2017,NORTHWOOD HIGH SCHOOL,Irvine,Orange,App,185,,,6,,134,30,11,
2017,NORTHWOOD HIGH SCHOOL,Irvine,Orange,Adm,34,,,,,24,3,5,
2017,NORTHWOOD HIGH SCHOOL,Irvine,Orange,Enr,21,,,,,15,,3,
2017,NORWALK HIGH SCHOOL,Norwalk,Los Angeles,App,41,,,33,,5,,,
2017,NORWALK HIGH SCHOOL,Norwalk,Los Angeles,Adm,4,,,,,,,,
2017,NORWALK HIGH SCHOOL,Norwalk,Los Angeles,Enr,,,,,,,,,
2017,NOVA ACADEMY EARLY COLLEGE HS,Santa Ana,Orange,App,24,,,21,,,,,
2017,NOVA ACADEMY EARLY COLLEGE HS,Santa Ana,Orange,Adm,3,,,,,,,,
2017,NOVA ACADEMY EARLY COLLEGE HS,Santa Ana,Orange,Enr,,,,,,,,,
2017,NOVATO HIGH SCHOOL,Novato,Marin,App,47,,,10,,9,20,,
2017,NOVATO HIGH SCHOOL,Novato,Marin,Adm,6,,,,,,4,,
2017,NOVATO HIGH SCHOOL,Novato,Marin,Enr,3,,,,,,,,
2017,OAK GROVE HIGH SCHOOL,San Jose,Santa Clara,App,29,,,5,,20,,,
2017,OAK GROVE HIGH SCHOOL,San Jose,Santa Clara,Adm,7,,,,,5,,,
2017,OAK GROVE HIGH SCHOOL,San Jose,Santa Clara,Enr,3,,,,,,,,
2017,OAK PARK HIGH SCHOOL,Oak Park,Ventura,App,74,,,6,,26,35,,
2017,OAK PARK HIGH SCHOOL,Oak Park,Ventura,Adm,17,,,,,7,8,,
2017,OAK PARK HIGH SCHOOL,Oak Park,Ventura,Enr,11,,,,,5,4,,
2017,OAK RIDGE HIGH SCHOOL,El Dorado Hills,El Dorado,App,85,6,,8,,35,31,,
2017,OAK RIDGE HIGH SCHOOL,El Dorado Hills,El Dorado,Adm,14,,,,,7,3,,
2017,OAK RIDGE HIGH SCHOOL,El Dorado Hills,El Dorado,Enr,10,,,,,4,3,,
2017,OAKLAND CHARTER HIGH SCHOOL,Oakland,Alameda,App,41,,,14,,24,,,
2017,OAKLAND CHARTER HIGH SCHOOL,Oakland,Alameda,Adm,6,,,,,5,,,
2017,OAKLAND CHARTER HIGH SCHOOL,Oakland,Alameda,Enr,4,,,,,3,,,
2017,OAKLAND HIGH SCHOOL,Oakland,Alameda,App,40,10,,,,27,,,
2017,OAKLAND HIGH SCHOOL,Oakland,Alameda,Adm,6,,,,,4,,,
2017,OAKLAND HIGH SCHOOL,Oakland,Alameda,Enr,4,,,,,,,,
2017,OAKLAND MILITARY INST COL PREP,Oakland,Alameda,App,14,,,,,7,,,
2017,OAKLAND MILITARY INST COL PREP,Oakland,Alameda,Adm,,,,,,,,,
2017,OAKLAND MILITARY INST COL PREP,Oakland,Alameda,Enr,,,,,,,,,
2017,OAKLAND TECHNICAL HIGH SCHOOL,Oakland,Alameda,App,121,28,,14,,48,30,,
2017,OAKLAND TECHNICAL HIGH SCHOOL,Oakland,Alameda,Adm,25,3,,3,,9,9,,
2017,OAKLAND TECHNICAL HIGH SCHOOL,Oakland,Alameda,Enr,13,,,,,9,,,
2017,OAKLAND UNITY HIGH SCHOOL,Oakland,Alameda,App,12,,,,,,,,
2017,OAKLAND UNITY HIGH SCHOOL,Oakland,Alameda,Adm,5,,,,,,,,
2017,OAKLAND UNITY HIGH SCHOOL,Oakland,Alameda,Enr,4,,,,,,,,
2017,OAKMONT HIGH SCHOOL,Roseville,Placer,App,36,6,,6,,15,7,,
2017,OAKMONT HIGH SCHOOL,Roseville,Placer,Adm,7,,,,,,,,
2017,OAKMONT HIGH SCHOOL,Roseville,Placer,Enr,,,,,,,,,
2017,OCEAN GROVE CHARTER SCHOOL,Placerville,El Dorado,App,,,,,,,,,
2017,OCEAN GROVE CHARTER SCHOOL,Placerville,El Dorado,Adm,,,,,,,,,
2017,OCEAN GROVE CHARTER SCHOOL,Placerville,El Dorado,Enr,,,,,,,,,
2017,OCEAN VIEW HIGH SCHOOL,Huntington Beach,Orange,App,18,,,7,,5,5,,
2017,OCEAN VIEW HIGH SCHOOL,Huntington Beach,Orange,Adm,5,,,,,,,,
2017,OCEAN VIEW HIGH SCHOOL,Huntington Beach,Orange,Enr,,,,,,,,,
2017,OCEANA HIGH SCHOOL,Pacifica,San Mateo,App,19,,,,,10,,,
2017,OCEANA HIGH SCHOOL,Pacifica,San Mateo,Adm,,,,,,,,,
2017,OCEANA HIGH SCHOOL,Pacifica,San Mateo,Enr,,,,,,,,,
2017,OCEANSIDE HIGH SCHOOL,Oceanside,San Diego,App,17,,,13,,,,,
2017,OCEANSIDE HIGH SCHOOL,Oceanside,San Diego,Adm,,,,,,,,,
2017,OCEANSIDE HIGH SCHOOL,Oceanside,San Diego,Enr,,,,,,,,,
2017,OFARRELL CHARTER SCHOOL,San Diego,San Diego,App,13,,,,,9,,,
2017,OFARRELL CHARTER SCHOOL,San Diego,San Diego,Adm,,,,,,,,,
2017,OFARRELL CHARTER SCHOOL,San Diego,San Diego,Enr,,,,,,,,,
2017,OLYMPIAN HIGH SCHOOL,Chula Vista,San Diego,App,76,6,,43,,22,,,
2017,OLYMPIAN HIGH SCHOOL,Chula Vista,San Diego,Adm,5,,,3,,,,,
2017,OLYMPIAN HIGH SCHOOL,Chula Vista,San Diego,Enr,,,,,,,,,
2017,ONTARIO HIGH SCHOOL,Ontario,San Bernardino,App,30,,,22,,5,,,
2017,ONTARIO HIGH SCHOOL,Ontario,San Bernardino,Adm,4,,,,,,,,
2017,ONTARIO HIGH SCHOOL,Ontario,San Bernardino,Enr,,,,,,,,,
2017,ORANGE COUNTY HS OF THE ARTS,Santa Ana,Orange,App,88,,,13,,41,28,,
2017,ORANGE COUNTY HS OF THE ARTS,Santa Ana,Orange,Adm,25,,,,,14,8,,
2017,ORANGE COUNTY HS OF THE ARTS,Santa Ana,Orange,Enr,8,,,,,3,4,,
2017,ORANGE HIGH SCHOOL,Orange,Orange,App,18,,,13,,,,,
2017,ORANGE HIGH SCHOOL,Orange,Orange,Adm,4,,,3,,,,,
2017,ORANGE HIGH SCHOOL,Orange,Orange,Enr,,,,,,,,,
2017,ORCHARD VIEW SCHOOL,Sebastopol,Sonoma,App,5,,,,,,,,
2017,ORCHARD VIEW SCHOOL,Sebastopol,Sonoma,Adm,3,,,,,,,,
2017,ORCHARD VIEW SCHOOL,Sebastopol,Sonoma,Enr,,,,,,,,,
2017,ORCUTT ACADEMY HIGH SCHOOL,Orcutt,Santa Barbara,App,15,,,,,7,5,,
2017,ORCUTT ACADEMY HIGH SCHOOL,Orcutt,Santa Barbara,Adm,7,,,,,3,3,,
2017,ORCUTT ACADEMY HIGH SCHOOL,Orcutt,Santa Barbara,Enr,4,,,,,3,,,
2017,ORESTIMBA HIGH SCHOOL,Newman,Stanislaus,App,8,,,6,,,,,
2017,ORESTIMBA HIGH SCHOOL,Newman,Stanislaus,Adm,,,,,,,,,
2017,ORESTIMBA HIGH SCHOOL,Newman,Stanislaus,Enr,,,,,,,,,
2017,ORTHOPAEDIC HOSP MED MAGNET HS,Los Angeles,Los Angeles,App,30,,,26,,,,,
2017,ORTHOPAEDIC HOSP MED MAGNET HS,Los Angeles,Los Angeles,Adm,6,,,,,,,,
2017,ORTHOPAEDIC HOSP MED MAGNET HS,Los Angeles,Los Angeles,Enr,,,,,,,,,
2017,OTAY RANCH HIGH SCHOOL,Chula Vista,San Diego,App,49,,,27,,17,,,
2017,OTAY RANCH HIGH SCHOOL,Chula Vista,San Diego,Adm,4,,,3,,,,,
2017,OTAY RANCH HIGH SCHOOL,Chula Vista,San Diego,Enr,3,,,,,,,,
2017,OXFORD ACADEMY,Cypress,Orange,App,106,6,,15,,77,,,
2017,OXFORD ACADEMY,Cypress,Orange,Adm,32,,,,,28,,,
2017,OXFORD ACADEMY,Cypress,Orange,Enr,16,,,,,14,,,
2017,OXNARD HIGH SCHOOL,Oxnard,Ventura,App,39,,,26,,7,,,
2017,OXNARD HIGH SCHOOL,Oxnard,Ventura,Adm,7,,,3,,3,,,
2017,OXNARD HIGH SCHOOL,Oxnard,Ventura,Enr,6,,,,,3,,,
2017,PACHECO HIGH SCHOOL,Los Banos,Merced,App,10,,,9,,,,,
2017,PACHECO HIGH SCHOOL,Los Banos,Merced,Adm,,,,,,,,,
2017,PACHECO HIGH SCHOOL,Los Banos,Merced,Enr,,,,,,,,,
2017,PACIFIC COLLEGIATE SCHOOL,Santa Cruz,Santa Cruz,App,32,,,,,5,19,,
2017,PACIFIC COLLEGIATE SCHOOL,Santa Cruz,Santa Cruz,Adm,6,,,,,,3,,
2017,PACIFIC COLLEGIATE SCHOOL,Santa Cruz,Santa Cruz,Enr,4,,,,,,,,
2017,PACIFIC GROVE HIGH SCHOOL,Pacific Grove,Monterey,App,26,,,,,5,12,,
2017,PACIFIC GROVE HIGH SCHOOL,Pacific Grove,Monterey,Adm,3,,,,,,,,
2017,PACIFIC GROVE HIGH SCHOOL,Pacific Grove,Monterey,Enr,,,,,,,,,
2017,PACIFICA HIGH SCHOOL,Oxnard,Ventura,App,40,,,29,,6,,,
2017,PACIFICA HIGH SCHOOL,Oxnard,Ventura,Adm,4,,,3,,,,,
2017,PACIFICA HIGH SCHOOL,Oxnard,Ventura,Enr,,,,,,,,,
2017,PAJARO VALLEY HS,Watsonville,Santa Cruz,App,41,,,33,,,,5,
2017,PAJARO VALLEY HS,Watsonville,Santa Cruz,Adm,4,,,,,,,,
2017,PAJARO VALLEY HS,Watsonville,Santa Cruz,Enr,3,,,,,,,,
2017,PALISADES CHARTER HIGH SCHOOL,Pacific Palisade,Los Angeles,App,183,14,,24,,31,107,,
2017,PALISADES CHARTER HIGH SCHOOL,Pacific Palisade,Los Angeles,Adm,29,,,,,11,18,,
2017,PALISADES CHARTER HIGH SCHOOL,Pacific Palisade,Los Angeles,Enr,19,,,,,9,10,,
2017,PALM DESERT HIGH SCHOOL,Palm Desert,Riverside,App,35,,,8,,6,19,,
2017,PALM DESERT HIGH SCHOOL,Palm Desert,Riverside,Adm,5,,,,,,3,,
2017,PALM DESERT HIGH SCHOOL,Palm Desert,Riverside,Enr,3,,,,,,,,
2017,PALMDALE AEROSPACE ACADEMY,Palmdale,Los Angeles,App,20,,,14,,,,,
2017,PALMDALE AEROSPACE ACADEMY,Palmdale,Los Angeles,Adm,3,,,,,,,,
2017,PALMDALE AEROSPACE ACADEMY,Palmdale,Los Angeles,Enr,,,,,,,,,
2017,PALO ALTO SENIOR HIGH SCHOOL,Palo Alto,Santa Clara,App,226,6,,15,,100,85,17,
2017,PALO ALTO SENIOR HIGH SCHOOL,Palo Alto,Santa Clara,Adm,28,,,,,20,5,,
2017,PALO ALTO SENIOR HIGH SCHOOL,Palo Alto,Santa Clara,Enr,15,,,,,12,,,
2017,PALOMA VALLEY HIGH SCHOOL,Menifee,Riverside,App,14,,,7,,,,,
2017,PALOMA VALLEY HIGH SCHOOL,Menifee,Riverside,Adm,3,,,,,,,,
2017,PALOMA VALLEY HIGH SCHOOL,Menifee,Riverside,Enr,,,,,,,,,
2017,PALOS VERDES HIGH SCHOOL,Palos Verdes Estate,Los Angeles,App,106,,,16,,28,55,,
2017,PALOS VERDES HIGH SCHOOL,Palos Verdes Estate,Los Angeles,Adm,27,,,3,,11,11,,
2017,PALOS VERDES HIGH SCHOOL,Palos Verdes Estate,Los Angeles,Enr,12,,,3,,3,6,,
2017,PALOS VERDES PENINSULA HS,Rolling Hills Estat,Los Angeles,App,230,7,,20,,126,70,5,
2017,PALOS VERDES PENINSULA HS,Rolling Hills Estat,Los Angeles,Adm,51,,,,,37,10,,
2017,PALOS VERDES PENINSULA HS,Rolling Hills Estat,Los Angeles,Enr,20,,,,,14,4,,
2017,PARLIER HIGH SCHOOL,Parlier,Fresno,App,8,,,7,,,,,
2017,PARLIER HIGH SCHOOL,Parlier,Fresno,Adm,3,,,,,,,,
2017,PARLIER HIGH SCHOOL,Parlier,Fresno,Enr,,,,,,,,,
2017,PASADENA HIGH SCHOOL,Pasadena,Los Angeles,App,59,8,,30,,8,10,,
2017,PASADENA HIGH SCHOOL,Pasadena,Los Angeles,Adm,10,,,6,,,,,
2017,PASADENA HIGH SCHOOL,Pasadena,Los Angeles,Enr,6,,,3,,,,,
2017,PASO ROBLES HIGH SCHOOL,Paso Robles,San Luis Obispo,App,30,,,14,,,13,,
2017,PASO ROBLES HIGH SCHOOL,Paso Robles,San Luis Obispo,Adm,3,,,,,,,,
2017,PASO ROBLES HIGH SCHOOL,Paso Robles,San Luis Obispo,Enr,,,,,,,,,
2017,PATRICK HENRY HIGH SCHOOL,San Diego,San Diego,App,53,,,13,,23,12,,
2017,PATRICK HENRY HIGH SCHOOL,San Diego,San Diego,Adm,7,,,,,5,,,
2017,PATRICK HENRY HIGH SCHOOL,San Diego,San Diego,Enr,4,,,,,3,,,
2017,PATTERSON HIGH SCHOOL,Patterson,Stanislaus,App,24,,,14,,,,,
2017,PATTERSON HIGH SCHOOL,Patterson,Stanislaus,Adm,7,,,5,,,,,
2017,PATTERSON HIGH SCHOOL,Patterson,Stanislaus,Enr,4,,,,,,,,
2017,PERRIS HIGH,Perris,Riverside,App,8,,,7,,,,,
2017,PERRIS HIGH,Perris,Riverside,Adm,,,,,,,,,
2017,PERRIS HIGH,Perris,Riverside,Enr,,,,,,,,,
2017,PETALUMA HIGH SCHOOL,Petaluma,Sonoma,App,28,,,9,,,18,,
2017,PETALUMA HIGH SCHOOL,Petaluma,Sonoma,Adm,4,,,,,,,,
2017,PETALUMA HIGH SCHOOL,Petaluma,Sonoma,Enr,4,,,,,,,,
2017,PHILLIP & SALA BURTON ACAD HS,San Francisco,San Francisco,App,58,,,5,,49,,,
2017,PHILLIP & SALA BURTON ACAD HS,San Francisco,San Francisco,Adm,9,,,,,8,,,
2017,PHILLIP & SALA BURTON ACAD HS,San Francisco,San Francisco,Enr,,,,,,,,,
2017,PIEDMONT HIGH SCHOOL,Piedmont,Alameda,App,72,,,,,25,37,,
2017,PIEDMONT HIGH SCHOOL,Piedmont,Alameda,Adm,14,,,,,6,5,,
2017,PIEDMONT HIGH SCHOOL,Piedmont,Alameda,Enr,6,,,,,3,,,
2017,PIEDMONT HILLS HIGH SCHOOL,San Jose,Santa Clara,App,87,,,,,81,,,
2017,PIEDMONT HILLS HIGH SCHOOL,San Jose,Santa Clara,Adm,9,,,,,8,,,
2017,PIEDMONT HILLS HIGH SCHOOL,San Jose,Santa Clara,Enr,8,,,,,7,,,
2017,PINOLE VALLEY HIGH SCHOOL,Pinole,Contra Costa,App,30,,,10,,18,,,
2017,PINOLE VALLEY HIGH SCHOOL,Pinole,Contra Costa,Adm,10,,,,,7,,,
2017,PINOLE VALLEY HIGH SCHOOL,Pinole,Contra Costa,Enr,9,,,,,6,,,
2017,PIONEER HIGH SCHOOL,San Jose,Santa Clara,App,41,,,8,,18,11,,
2017,PIONEER HIGH SCHOOL,San Jose,Santa Clara,Adm,4,,,,,,,,
2017,PIONEER HIGH SCHOOL,San Jose,Santa Clara,Enr,,,,,,,,,
2017,PIONEER HIGH SCHOOL,Whittier,Los Angeles,App,19,,,,,,,,
2017,PIONEER HIGH SCHOOL,Whittier,Los Angeles,Adm,6,,,,,,,,
2017,PIONEER HIGH SCHOOL,Whittier,Los Angeles,Enr,4,,,,,,,,
2017,PIONEER HIGH SCHOOL,Woodland,Yolo,App,34,,,16,,10,7,,
2017,PIONEER HIGH SCHOOL,Woodland,Yolo,Adm,4,,,,,,,,
2017,PIONEER HIGH SCHOOL,Woodland,Yolo,Enr,,,,,,,,,
2017,PIONEER VALLEY HIGH SCHOOL,Santa Maria,Santa Barbara,App,32,,,27,,,,,
2017,PIONEER VALLEY HIGH SCHOOL,Santa Maria,Santa Barbara,Adm,6,,,5,,,,,
2017,PIONEER VALLEY HIGH SCHOOL,Santa Maria,Santa Barbara,Enr,3,,,,,,,,
2017,PITTSBURG HIGH SCHOOL,Pittsburg,Contra Costa,App,50,11,,22,,14,,,
2017,PITTSBURG HIGH SCHOOL,Pittsburg,Contra Costa,Adm,12,,,6,,4,,,
2017,PITTSBURG HIGH SCHOOL,Pittsburg,Contra Costa,Enr,9,,,4,,4,,,
2017,PLACER HIGH SCHOOL,Auburn,Placer,App,15,,,,,,11,,
2017,PLACER HIGH SCHOOL,Auburn,Placer,Adm,,,,,,,,,
2017,PLACER HIGH SCHOOL,Auburn,Placer,Enr,,,,,,,,,
2017,PLEASANT GROVE HIGH SCHOOL,Elk Grove,Sacramento,App,48,5,,5,,27,8,,
2017,PLEASANT GROVE HIGH SCHOOL,Elk Grove,Sacramento,Adm,7,,,,,3,,,
2017,PLEASANT GROVE HIGH SCHOOL,Elk Grove,Sacramento,Enr,5,,,,,3,,,
2017,PLEASANT VALLEY SR HIGH SCHOOL,Chico,Butte,App,31,,,,,7,18,,
2017,PLEASANT VALLEY SR HIGH SCHOOL,Chico,Butte,Adm,5,,,,,,4,,
2017,PLEASANT VALLEY SR HIGH SCHOOL,Chico,Butte,Enr,3,,,,,,,,
2017,POINT ARENA HIGH SCHOOL,Point Arena,Mendocino,App,,,,,,,,,
2017,POINT ARENA HIGH SCHOOL,Point Arena,Mendocino,Adm,,,,,,,,,
2017,POINT ARENA HIGH SCHOOL,Point Arena,Mendocino,Enr,,,,,,,,,
2017,POINT LOMA HIGH SCHOOL,San Diego,San Diego,App,81,5,,17,,7,48,,
2017,POINT LOMA HIGH SCHOOL,San Diego,San Diego,Adm,20,,,,,,15,,
2017,POINT LOMA HIGH SCHOOL,San Diego,San Diego,Enr,10,,,,,,6,,
