Year,School,City,County/State/ Territory,Count,All,African American,American Indian,Hispanic/ Latinx,Pacific Islander,Asian,White,Domestic Unknown,Int'l
2014,FAIRFAX HIGH SCHOOL,Los Angeles,Los Angeles,Adm,7,,,4,,,,,
2014,FAIRFAX HIGH SCHOOL,Los Angeles,Los Angeles,Enr,4,,,,,,,,
2014,FALLBROOK UNION HIGH SCHOOL,Fallbrook,San Diego,App,15,,,5,,,7,,
2014,FALLBROOK UNION HIGH SCHOOL,Fallbrook,San Diego,Adm,4,,,,,,,,
2014,FALLBROOK UNION HIGH SCHOOL,Fallbrook,San Diego,Enr,,,,,,,,,
2014,FERNDALE HIGH SCHOOL,Ferndale,Humboldt,App,,,,,,,,,
2014,FERNDALE HIGH SCHOOL,Ferndale,Humboldt,Adm,,,,,,,,,
2014,FERNDALE HIGH SCHOOL,Ferndale,Humboldt,Enr,,,,,,,,,
2014,FLORIN HIGH SCHOOL,Sacramento,Sacramento,App,38,,,5,,29,,,
2014,FLORIN HIGH SCHOOL,Sacramento,Sacramento,Adm,4,,,,,,,,
2014,FLORIN HIGH SCHOOL,Sacramento,Sacramento,Enr,3,,,,,,,,
2014,FLOYD B BUCHANAN HIGH SCHOOL,Clovis,Fresno,App,46,,,8,,19,15,,
2014,FLOYD B BUCHANAN HIGH SCHOOL,Clovis,Fresno,Adm,11,,,,,6,3,,
2014,FLOYD B BUCHANAN HIGH SCHOOL,Clovis,Fresno,Enr,5,,,,,3,,,
2014,FOLSOM HIGH SCHOOL,Folsom,Sacramento,App,57,,,6,,26,19,,
2014,FOLSOM HIGH SCHOOL,Folsom,Sacramento,Adm,4,,,,,,,,
2014,FOLSOM HIGH SCHOOL,Folsom,Sacramento,Enr,,,,,,,,,
2014,FONTANA HIGH SCHOOL,Fontana,San Bernardino,App,13,,,11,,,,,
2014,FONTANA HIGH SCHOOL,Fontana,San Bernardino,Adm,,,,,,,,,
2014,FONTANA HIGH SCHOOL,Fontana,San Bernardino,Enr,,,,,,,,,
2014,FOOTHILL HIGH SCHOOL,Pleasanton,Alameda,App,115,,,,,72,30,7,
2014,FOOTHILL HIGH SCHOOL,Pleasanton,Alameda,Adm,20,,,,,15,4,,
2014,FOOTHILL HIGH SCHOOL,Pleasanton,Alameda,Enr,10,,,,,8,,,
2014,FOOTHILL HIGH SCHOOL,Santa Ana,Orange,App,85,,,14,,20,45,,
2014,FOOTHILL HIGH SCHOOL,Santa Ana,Orange,Adm,13,,,,,,7,,
2014,FOOTHILL HIGH SCHOOL,Santa Ana,Orange,Enr,4,,,,,,3,,
2014,FOOTHILL TECHNOLOGY HS,Ventura,Ventura,App,24,,,7,,,12,,
2014,FOOTHILL TECHNOLOGY HS,Ventura,Ventura,Adm,,,,,,,,,
2014,FOOTHILL TECHNOLOGY HS,Ventura,Ventura,Enr,,,,,,,,,
2014,FOUNTAIN VALLEY HIGH SCHOOL,Fountain Valley,Orange,App,87,,,7,,63,14,,
2014,FOUNTAIN VALLEY HIGH SCHOOL,Fountain Valley,Orange,Adm,19,,,,,12,4,,
2014,FOUNTAIN VALLEY HIGH SCHOOL,Fountain Valley,Orange,Enr,9,,,,,6,,,
2014,FOWLER HIGH SCHOOL,Fowler,Fresno,App,5,,,,,,,,
2014,FOWLER HIGH SCHOOL,Fowler,Fresno,Adm,,,,,,,,,
2014,FOWLER HIGH SCHOOL,Fowler,Fresno,Enr,,,,,,,,,
2014,FRANKLIN HIGH SCHOOL,Elk Grove,Sacramento,App,98,9,,11,,61,14,,
2014,FRANKLIN HIGH SCHOOL,Elk Grove,Sacramento,Adm,15,3,,,,10,,,
2014,FRANKLIN HIGH SCHOOL,Elk Grove,Sacramento,Enr,9,,,,,7,,,
2014,FRANKLIN HIGH SCHOOL,Stockton,San Joaquin,App,34,,,29,,,,,
2014,FRANKLIN HIGH SCHOOL,Stockton,San Joaquin,Adm,3,,,,,,,,
2014,FRANKLIN HIGH SCHOOL,Stockton,San Joaquin,Enr,,,,,,,,,
2014,FRED C BEYER HIGH SCHOOL,Modesto,Stanislaus,App,18,,,6,,8,,,
2014,FRED C BEYER HIGH SCHOOL,Modesto,Stanislaus,Adm,4,,,,,3,,,
2014,FRED C BEYER HIGH SCHOOL,Modesto,Stanislaus,Enr,3,,,,,,,,
2014,FREDERICK DOUGLASS ACADEMY HS,Los Angeles,Los Angeles,App,13,10,,,,,,,
2014,FREDERICK DOUGLASS ACADEMY HS,Los Angeles,Los Angeles,Adm,,,,,,,,,
2014,FREDERICK DOUGLASS ACADEMY HS,Los Angeles,Los Angeles,Enr,,,,,,,,,
2014,FREMONT HIGH SCHOOL,Oakland,Alameda,App,16,,,5,,8,,,
2014,FREMONT HIGH SCHOOL,Oakland,Alameda,Adm,,,,,,,,,
2014,FREMONT HIGH SCHOOL,Oakland,Alameda,Enr,,,,,,,,,
2014,FREMONT HIGH SCHOOL,Sunnyvale,Santa Clara,App,59,,,,,26,24,,
2014,FREMONT HIGH SCHOOL,Sunnyvale,Santa Clara,Adm,10,,,,,5,4,,
2014,FREMONT HIGH SCHOOL,Sunnyvale,Santa Clara,Enr,8,,,,,4,3,,
2014,FRONTIER HIGH SCHOOL,Bakersfield,Kern,App,22,,,,,8,5,,
2014,FRONTIER HIGH SCHOOL,Bakersfield,Kern,Adm,4,,,,,,,,
2014,FRONTIER HIGH SCHOOL,Bakersfield,Kern,Enr,,,,,,,,,
2014,FULLERTON UNION HIGH SCHOOL,Fullerton,Orange,App,33,,,13,,,11,,
2014,FULLERTON UNION HIGH SCHOOL,Fullerton,Orange,Adm,6,,,,,,4,,
2014,FULLERTON UNION HIGH SCHOOL,Fullerton,Orange,Enr,,,,,,,,,
2014,GABRIELINO HIGH SCHOOL,San Gabriel,Los Angeles,App,61,,,6,,53,,,
2014,GABRIELINO HIGH SCHOOL,San Gabriel,Los Angeles,Adm,9,,,,,,,,
2014,GABRIELINO HIGH SCHOOL,San Gabriel,Los Angeles,Enr,6,,,,,,,,
2014,GAHR HIGH SCHOOL,Cerritos,Los Angeles,App,28,,,10,,12,,,
2014,GAHR HIGH SCHOOL,Cerritos,Los Angeles,Adm,,,,,,,,,
2014,GAHR HIGH SCHOOL,Cerritos,Los Angeles,Enr,,,,,,,,,
2014,GALILEO ACAD OF SCIENCE & TECH,San Francisco,San Francisco,App,126,,,5,,115,,,
2014,GALILEO ACAD OF SCIENCE & TECH,San Francisco,San Francisco,Adm,11,,,,,,,,
2014,GALILEO ACAD OF SCIENCE & TECH,San Francisco,San Francisco,Enr,8,,,,,,,,
2014,GALT HIGH SCHOOL,Galt,Sacramento,App,12,,,7,,,,,
2014,GALT HIGH SCHOOL,Galt,Sacramento,Adm,,,,,,,,,
2014,GALT HIGH SCHOOL,Galt,Sacramento,Enr,,,,,,,,,
2014,GARDEN GROVE HIGH SCHOOL,Garden Grove,Orange,App,33,,,,,29,,,
2014,GARDEN GROVE HIGH SCHOOL,Garden Grove,Orange,Adm,,,,,,,,,
2014,GARDEN GROVE HIGH SCHOOL,Garden Grove,Orange,Enr,,,,,,,,,
2014,GARDENA HIGH SCHOOL,Gardena,Los Angeles,App,13,,,9,,,,,
2014,GARDENA HIGH SCHOOL,Gardena,Los Angeles,Adm,,,,,,,,,
2014,GARDENA HIGH SCHOOL,Gardena,Los Angeles,Enr,,,,,,,,,
2014,GAREY HIGH SCHOOL,Pomona,Los Angeles,App,21,,,16,,,,,
2014,GAREY HIGH SCHOOL,Pomona,Los Angeles,Adm,3,,,,,,,,
2014,GAREY HIGH SCHOOL,Pomona,Los Angeles,Enr,,,,,,,,,
2014,GATEWAY HIGH SCHOOL,San Francisco,San Francisco,App,25,,,9,,9,6,,
2014,GATEWAY HIGH SCHOOL,San Francisco,San Francisco,Adm,,,,,,,,,
2014,GATEWAY HIGH SCHOOL,San Francisco,San Francisco,Enr,,,,,,,,,
2014,GEORGE WASHINGTON HIGH SCHOOL,San Francisco,San Francisco,App,94,,,5,,77,7,,
2014,GEORGE WASHINGTON HIGH SCHOOL,San Francisco,San Francisco,Adm,5,,,,,3,,,
2014,GEORGE WASHINGTON HIGH SCHOOL,San Francisco,San Francisco,Enr,5,,,,,3,,,
2014,GILROY HIGH SCHOOL,Gilroy,Santa Clara,App,18,,,9,,,,,
2014,GILROY HIGH SCHOOL,Gilroy,Santa Clara,Adm,4,,,,,,,,
2014,GILROY HIGH SCHOOL,Gilroy,Santa Clara,Enr,3,,,,,,,,
2014,GLADSTONE HIGH SCHOOL,Covina,Los Angeles,App,9,,,8,,,,,
2014,GLADSTONE HIGH SCHOOL,Covina,Los Angeles,Adm,,,,,,,,,
2014,GLADSTONE HIGH SCHOOL,Covina,Los Angeles,Enr,,,,,,,,,
2014,GLEN A WILSON HIGH SCHOOL,Hacienda Heights,Los Angeles,App,59,,,13,,40,,,
2014,GLEN A WILSON HIGH SCHOOL,Hacienda Heights,Los Angeles,Adm,12,,,,,11,,,
2014,GLEN A WILSON HIGH SCHOOL,Hacienda Heights,Los Angeles,Enr,8,,,,,7,,,
2014,GLENDALE HIGH SCHOOL,Glendale,Los Angeles,App,39,,,,,15,19,,
2014,GLENDALE HIGH SCHOOL,Glendale,Los Angeles,Adm,,,,,,,,,
2014,GLENDALE HIGH SCHOOL,Glendale,Los Angeles,Enr,,,,,,,,,
2014,GLENDORA HIGH SCHOOL,Glendora,Los Angeles,App,61,5,,12,,21,19,,
2014,GLENDORA HIGH SCHOOL,Glendora,Los Angeles,Adm,13,,,,,7,3,,
2014,GLENDORA HIGH SCHOOL,Glendora,Los Angeles,Enr,5,,,,,,,,
2014,GOLDEN VALLEY HIGH SCHOOL,Merced,Merced,App,36,,,14,,7,12,,
2014,GOLDEN VALLEY HIGH SCHOOL,Merced,Merced,Adm,9,,,,,,7,,
2014,GOLDEN VALLEY HIGH SCHOOL,Merced,Merced,Enr,3,,,,,,,,
2014,GOLDEN VALLEY HIGH SCHOOL,Santa Clarita,Los Angeles,App,27,,,9,,10,5,,
2014,GOLDEN VALLEY HIGH SCHOOL,Santa Clarita,Los Angeles,Adm,3,,,,,,,,
2014,GOLDEN VALLEY HIGH SCHOOL,Santa Clarita,Los Angeles,Enr,,,,,,,,,
2014,GOLDEN WEST HIGH SCHOOL,Visalia,Tulare,App,17,,,8,,,7,,
2014,GOLDEN WEST HIGH SCHOOL,Visalia,Tulare,Adm,,,,,,,,,
2014,GOLDEN WEST HIGH SCHOOL,Visalia,Tulare,Enr,,,,,,,,,
2014,GOMPERS PREPARATORY ACADEMY,San Diego,San Diego,App,21,,,17,,,,,
2014,GOMPERS PREPARATORY ACADEMY,San Diego,San Diego,Adm,,,,,,,,,
2014,GOMPERS PREPARATORY ACADEMY,San Diego,San Diego,Enr,,,,,,,,,
2014,GRANADA HIGH SCHOOL,Livermore,Alameda,App,38,,,,,10,22,,
2014,GRANADA HIGH SCHOOL,Livermore,Alameda,Adm,5,,,,,,3,,
2014,GRANADA HIGH SCHOOL,Livermore,Alameda,Enr,5,,,,,,3,,
2014,GRANADA HILLS CHARTER HIGH SCH,Granada Hills,Los Angeles,App,188,13,,48,,86,37,,
2014,GRANADA HILLS CHARTER HIGH SCH,Granada Hills,Los Angeles,Adm,28,,,3,,17,6,,
2014,GRANADA HILLS CHARTER HIGH SCH,Granada Hills,Los Angeles,Enr,14,,,,,9,4,,
2014,GRANITE BAY HIGH SCHOOL,Granite Bay,Placer,App,88,,,11,,33,41,,
2014,GRANITE BAY HIGH SCHOOL,Granite Bay,Placer,Adm,16,,,,,8,6,,
2014,GRANITE BAY HIGH SCHOOL,Granite Bay,Placer,Enr,6,,,,,3,,,
2014,GRANT HIGH SCHOOL,Sacramento,Sacramento,App,29,,,10,,13,,,
2014,GRANT HIGH SCHOOL,Sacramento,Sacramento,Adm,4,,,,,3,,,
2014,GRANT HIGH SCHOOL,Sacramento,Sacramento,Enr,4,,,,,3,,,
2014,GREAT OAK HIGH SCHOOL,Temecula,Riverside,App,82,6,,17,,24,26,5,
2014,GREAT OAK HIGH SCHOOL,Temecula,Riverside,Adm,22,3,,,,7,8,,
2014,GREAT OAK HIGH SCHOOL,Temecula,Riverside,Enr,13,,,,,5,4,,
2014,GRETCHEN WHITNEY HIGH SCHOOL,Cerritos,Los Angeles,App,94,,,,,83,,,
2014,GRETCHEN WHITNEY HIGH SCHOOL,Cerritos,Los Angeles,Adm,28,,,,,25,,,
2014,GRETCHEN WHITNEY HIGH SCHOOL,Cerritos,Los Angeles,Enr,16,,,,,15,,,
2014,GRIDLEY HIGH SCHOOL,Gridley,Butte,App,,,,,,,,,
2014,GRIDLEY HIGH SCHOOL,Gridley,Butte,Adm,,,,,,,,,
2014,GRIDLEY HIGH SCHOOL,Gridley,Butte,Enr,,,,,,,,,
2014,GROSSMONT HIGH SCHOOL,La Mesa,San Diego,App,21,,,7,,,8,,
2014,GROSSMONT HIGH SCHOOL,La Mesa,San Diego,Adm,4,,,,,,,,
2014,GROSSMONT HIGH SCHOOL,La Mesa,San Diego,Enr,3,,,,,,,,
2014,GROSSMONT MIDDLE COLLEGE HS,El Cajon,San Diego,App,7,,,,,,,,
2014,GROSSMONT MIDDLE COLLEGE HS,El Cajon,San Diego,Adm,,,,,,,,,
2014,GROSSMONT MIDDLE COLLEGE HS,El Cajon,San Diego,Enr,,,,,,,,,
2014,GROVE HIGH SCHOOL,Redlands,San Bernardino,App,,,,,,,,,
2014,GROVE HIGH SCHOOL,Redlands,San Bernardino,Adm,,,,,,,,,
2014,GROVE HIGH SCHOOL,Redlands,San Bernardino,Enr,,,,,,,,,
2014,HALF MOON BAY HIGH SCHOOL,Half Moon Bay,San Mateo,App,22,,,,,,17,,
2014,HALF MOON BAY HIGH SCHOOL,Half Moon Bay,San Mateo,Adm,3,,,,,,,,
2014,HALF MOON BAY HIGH SCHOOL,Half Moon Bay,San Mateo,Enr,,,,,,,,,
2014,HAMILTON UNION HIGH SCHOOL,Hamilton City,Glenn,App,5,,,,,,,,
2014,HAMILTON UNION HIGH SCHOOL,Hamilton City,Glenn,Adm,,,,,,,,,
2014,HAMILTON UNION HIGH SCHOOL,Hamilton City,Glenn,Enr,,,,,,,,,
2014,HANFORD WEST HIGH SCHOOL,Hanford,Kings,App,15,,,5,,,,,
2014,HANFORD WEST HIGH SCHOOL,Hanford,Kings,Adm,3,,,,,,,,
2014,HANFORD WEST HIGH SCHOOL,Hanford,Kings,Enr,3,,,,,,,,
2014,HARBOR HIGH SCHOOL,Santa Cruz,Santa Cruz,App,18,,,,,5,10,,
2014,HARBOR HIGH SCHOOL,Santa Cruz,Santa Cruz,Adm,,,,,,,,,
2014,HARBOR HIGH SCHOOL,Santa Cruz,Santa Cruz,Enr,,,,,,,,,
2014,HARMONY MAGNET ACADEMY,Porterville,Tulare,App,14,,,5,,,,,
2014,HARMONY MAGNET ACADEMY,Porterville,Tulare,Adm,3,,,,,,,,
2014,HARMONY MAGNET ACADEMY,Porterville,Tulare,Enr,,,,,,,,,
2014,HAWTHORNE HIGH SCHOOL,Hawthorne,Los Angeles,App,15,,,12,,,,,
2014,HAWTHORNE HIGH SCHOOL,Hawthorne,Los Angeles,Adm,,,,,,,,,
2014,HAWTHORNE HIGH SCHOOL,Hawthorne,Los Angeles,Enr,,,,,,,,,
2014,HAYWARD HIGH SCHOOL,Hayward,Alameda,App,43,8,,18,,11,,,
2014,HAYWARD HIGH SCHOOL,Hayward,Alameda,Adm,10,,,5,,,,,
2014,HAYWARD HIGH SCHOOL,Hayward,Alameda,Enr,8,,,5,,,,,
2014,HECTOR GODINEZ FUNDAMENTAL HS,Santa Ana,Orange,App,44,,,39,,,,,
2014,HECTOR GODINEZ FUNDAMENTAL HS,Santa Ana,Orange,Adm,7,,,,,,,,
2014,HECTOR GODINEZ FUNDAMENTAL HS,Santa Ana,Orange,Enr,4,,,,,,,,
2014,HELIX HIGH SCHOOL,La Mesa,San Diego,App,46,11,,12,,7,15,,
2014,HELIX HIGH SCHOOL,La Mesa,San Diego,Adm,5,,,,,,,,
2014,HELIX HIGH SCHOOL,La Mesa,San Diego,Enr,3,,,,,,,,
2014,HENRY J KAISER HIGH SCHOOL,Fontana,San Bernardino,App,34,,,25,,6,,,
2014,HENRY J KAISER HIGH SCHOOL,Fontana,San Bernardino,Adm,8,,,6,,,,,
2014,HENRY J KAISER HIGH SCHOOL,Fontana,San Bernardino,Enr,5,,,3,,,,,
2014,HENRY M GUNN SENIOR HIGH SCHL,Palo Alto,Santa Clara,App,233,,,9,,135,65,15,6
2014,HENRY M GUNN SENIOR HIGH SCHL,Palo Alto,Santa Clara,Adm,44,,,,,26,12,3,
2014,HENRY M GUNN SENIOR HIGH SCHL,Palo Alto,Santa Clara,Enr,21,,,,,17,3,,
2014,HENRY T GUNDERSON HIGH SCHOOL,San Jose,Santa Clara,App,23,,,,,11,5,,
2014,HENRY T GUNDERSON HIGH SCHOOL,San Jose,Santa Clara,Adm,3,,,,,,,,
2014,HENRY T GUNDERSON HIGH SCHOOL,San Jose,Santa Clara,Enr,,,,,,,,,
2014,HERBERT HOOVER HIGH SCHOOL,Fresno,Fresno,App,15,,,10,,,,,
2014,HERBERT HOOVER HIGH SCHOOL,Fresno,Fresno,Adm,,,,,,,,,
2014,HERBERT HOOVER HIGH SCHOOL,Fresno,Fresno,Enr,,,,,,,,,
2014,HERBERT HOOVER HIGH SCHOOL,Glendale,Los Angeles,App,30,,,,,7,20,,
2014,HERBERT HOOVER HIGH SCHOOL,Glendale,Los Angeles,Adm,7,,,,,,4,,
2014,HERBERT HOOVER HIGH SCHOOL,Glendale,Los Angeles,Enr,,,,,,,,,
2014,HERBERT HOOVER HIGH SCHOOL,San Diego,San Diego,App,33,7,,17,,7,,,
2014,HERBERT HOOVER HIGH SCHOOL,San Diego,San Diego,Adm,3,,,,,,,,
2014,HERBERT HOOVER HIGH SCHOOL,San Diego,San Diego,Enr,,,,,,,,,
2014,HERCULES HIGH SCHOOL,Hercules,Contra Costa,App,49,9,,,,34,,,
2014,HERCULES HIGH SCHOOL,Hercules,Contra Costa,Adm,8,,,,,6,,,
2014,HERCULES HIGH SCHOOL,Hercules,Contra Costa,Enr,8,,,,,6,,,
2014,HERITAGE HIGH SCHOOL,Brentwood,Contra Costa,App,48,8,,13,,9,18,,
2014,HERITAGE HIGH SCHOOL,Brentwood,Contra Costa,Adm,7,,,3,,,,,
2014,HERITAGE HIGH SCHOOL,Brentwood,Contra Costa,Enr,6,,,3,,,,,
2014,HERITAGE HIGH SCHOOL,Menifee,Riverside,App,14,,,7,,,,,
2014,HERITAGE HIGH SCHOOL,Menifee,Riverside,Adm,,,,,,,,,
2014,HERITAGE HIGH SCHOOL,Menifee,Riverside,Enr,,,,,,,,,
2014,HIGH TECH HIGH CHULA VISTA,Chula Vista,San Diego,App,33,,,26,,5,,,
2014,HIGH TECH HIGH CHULA VISTA,Chula Vista,San Diego,Adm,4,,,3,,,,,
2014,HIGH TECH HIGH CHULA VISTA,Chula Vista,San Diego,Enr,3,,,,,,,,
2014,HIGH TECH HIGH INTERNATIONAL,San Diego,San Diego,App,29,,,10,,6,10,,
2014,HIGH TECH HIGH INTERNATIONAL,San Diego,San Diego,Adm,5,,,,,,4,,
2014,HIGH TECH HIGH INTERNATIONAL,San Diego,San Diego,Enr,,,,,,,,,
2014,HIGH TECH HIGH LA,Van Nuys,Los Angeles,App,11,,,,,,7,,
2014,HIGH TECH HIGH LA,Van Nuys,Los Angeles,Adm,,,,,,,,,
2014,HIGH TECH HIGH LA,Van Nuys,Los Angeles,Enr,,,,,,,,,
2014,HIGH TECH HIGH MEDIA ARTS,San Diego,San Diego,App,29,6,,10,,5,7,,
2014,HIGH TECH HIGH MEDIA ARTS,San Diego,San Diego,Adm,3,,,,,,,,
2014,HIGH TECH HIGH MEDIA ARTS,San Diego,San Diego,Enr,,,,,,,,,
2014,HIGH TECH HIGH SCHOOL,San Diego,San Diego,App,28,,,9,,5,10,,
2014,HIGH TECH HIGH SCHOOL,San Diego,San Diego,Adm,7,,,,,,4,,
2014,HIGH TECH HIGH SCHOOL,San Diego,San Diego,Enr,,,,,,,,,
2014,HIGH TECH HIGH-NORTH COUNTY,San Marcos,San Diego,App,18,,,,,,12,,
2014,HIGH TECH HIGH-NORTH COUNTY,San Marcos,San Diego,Adm,,,,,,,,,
2014,HIGH TECH HIGH-NORTH COUNTY,San Marcos,San Diego,Enr,,,,,,,,,
2014,HIGHLAND HIGH SCHOOL,Bakersfield,Kern,App,22,,,14,,,5,,
2014,HIGHLAND HIGH SCHOOL,Bakersfield,Kern,Adm,,,,,,,,,
2014,HIGHLAND HIGH SCHOOL,Bakersfield,Kern,Enr,,,,,,,,,
2014,HILLSDALE HIGH SCHOOL,San Mateo,San Mateo,App,57,,,7,,22,20,6,
2014,HILLSDALE HIGH SCHOOL,San Mateo,San Mateo,Adm,8,,,,,,,,
2014,HILLSDALE HIGH SCHOOL,San Mateo,San Mateo,Enr,5,,,,,,,,
2014,HILLTOP HIGH SCHOOL,Chula Vista,San Diego,App,31,,,24,,,,,
2014,HILLTOP HIGH SCHOOL,Chula Vista,San Diego,Adm,8,,,6,,,,,
2014,HILLTOP HIGH SCHOOL,Chula Vista,San Diego,Enr,6,,,4,,,,,
2014,HOMESTEAD HIGH SCHOOL,Cupertino,Santa Clara,App,168,,,5,,113,33,9,
2014,HOMESTEAD HIGH SCHOOL,Cupertino,Santa Clara,Adm,28,,,,,19,4,,
2014,HOMESTEAD HIGH SCHOOL,Cupertino,Santa Clara,Enr,18,,,,,14,,,
2014,HUENEME HIGH SCHOOL,Oxnard,Ventura,App,18,,,16,,,,,
2014,HUENEME HIGH SCHOOL,Oxnard,Ventura,Adm,,,,,,,,,
2014,HUENEME HIGH SCHOOL,Oxnard,Ventura,Enr,,,,,,,,,
2014,HUMANITAS ACADEMY ART AND TECH,Los Angeles,Los Angeles,App,10,,,,,,,,
2014,HUMANITAS ACADEMY ART AND TECH,Los Angeles,Los Angeles,Adm,,,,,,,,,
2014,HUMANITAS ACADEMY ART AND TECH,Los Angeles,Los Angeles,Enr,,,,,,,,,
2014,HUNTINGTON BEACH HIGH SCHOOL,Huntington Beach,Orange,App,57,,,9,,20,25,,
2014,HUNTINGTON BEACH HIGH SCHOOL,Huntington Beach,Orange,Adm,4,,,,,,,,
2014,HUNTINGTON BEACH HIGH SCHOOL,Huntington Beach,Orange,Enr,3,,,,,,,,
2014,HUNTINGTON PARK HIGH SCHOOL,Huntington Park,Los Angeles,App,45,,,44,,,,,
2014,HUNTINGTON PARK HIGH SCHOOL,Huntington Park,Los Angeles,Adm,3,,,,,,,,
2014,HUNTINGTON PARK HIGH SCHOOL,Huntington Park,Los Angeles,Enr,,,,,,,,,
2014,HUNTINGTON PARK INST APLD MED,Huntington Park,Los Angeles,App,12,,,,,,,,
2014,HUNTINGTON PARK INST APLD MED,Huntington Park,Los Angeles,Adm,,,,,,,,,
2014,HUNTINGTON PARK INST APLD MED,Huntington Park,Los Angeles,Enr,,,,,,,,,
2014,IMPERIAL HIGH SCHOOL,Imperial,Imperial,App,6,,,5,,,,,
2014,IMPERIAL HIGH SCHOOL,Imperial,Imperial,Adm,,,,,,,,,
2014,IMPERIAL HIGH SCHOOL,Imperial,Imperial,Enr,,,,,,,,,
2014,INDEPENDENCE HIGH SCHOOL,San Jose,Santa Clara,App,90,,,,,82,,,
2014,INDEPENDENCE HIGH SCHOOL,San Jose,Santa Clara,Adm,12,,,,,11,,,
2014,INDEPENDENCE HIGH SCHOOL,San Jose,Santa Clara,Enr,5,,,,,,,,
2014,INDEPENDENCE HIGH SCHOOL,Bakersfield,Kern,App,20,,,8,,6,,,
2014,INDEPENDENCE HIGH SCHOOL,Bakersfield,Kern,Adm,5,,,3,,,,,
2014,INDEPENDENCE HIGH SCHOOL,Bakersfield,Kern,Enr,,,,,,,,,
2014,INDERKUM HIGH SCHOOL,Sacramento,Sacramento,App,33,7,,7,,16,,,
2014,INDERKUM HIGH SCHOOL,Sacramento,Sacramento,Adm,,,,,,,,,
2014,INDERKUM HIGH SCHOOL,Sacramento,Sacramento,Enr,,,,,,,,,
2014,INGLEWOOD HIGH SCHOOL,Inglewood,Los Angeles,App,17,5,,12,,,,,
2014,INGLEWOOD HIGH SCHOOL,Inglewood,Los Angeles,Adm,,,,,,,,,
2014,INGLEWOOD HIGH SCHOOL,Inglewood,Los Angeles,Enr,,,,,,,,,
2014,INTERNATIONAL POLYTECHNIC HS,Pomona,Los Angeles,App,11,,,6,,,,,
2014,INTERNATIONAL POLYTECHNIC HS,Pomona,Los Angeles,Adm,,,,,,,,,
2014,INTERNATIONAL POLYTECHNIC HS,Pomona,Los Angeles,Enr,,,,,,,,,
2014,INTERNATIONAL STUDIES ACADEMY,San Francisco,San Francisco,App,8,,,,,5,,,
2014,INTERNATIONAL STUDIES ACADEMY,San Francisco,San Francisco,Adm,,,,,,,,,
2014,INTERNATIONAL STUDIES ACADEMY,San Francisco,San Francisco,Enr,,,,,,,,,
2014,IRVINE HIGH SCHOOL,Irvine,Orange,App,105,,,,,86,10,,
2014,IRVINE HIGH SCHOOL,Irvine,Orange,Adm,25,,,,,19,3,,
2014,IRVINE HIGH SCHOOL,Irvine,Orange,Enr,14,,,,,11,,,
2014,IRVINGTON HIGH SCHOOL,Fremont,Alameda,App,168,,,5,,141,5,,7
2014,IRVINGTON HIGH SCHOOL,Fremont,Alameda,Adm,30,,,,,25,,,
2014,IRVINGTON HIGH SCHOOL,Fremont,Alameda,Enr,21,,,,,17,,,
2014,JAMES A GARFIELD HIGH SCHOOL,Los Angeles,Los Angeles,App,38,,,37,,,,,
2014,JAMES A GARFIELD HIGH SCHOOL,Los Angeles,Los Angeles,Adm,10,,,9,,,,,
2014,JAMES A GARFIELD HIGH SCHOOL,Los Angeles,Los Angeles,Enr,7,,,,,,,,
2014,JAMES LICK HIGH SCHOOL,San Jose,Santa Clara,App,20,,,15,,,,,
2014,JAMES LICK HIGH SCHOOL,San Jose,Santa Clara,Adm,4,,,,,,,,
2014,JAMES LICK HIGH SCHOOL,San Jose,Santa Clara,Enr,,,,,,,,,
2014,JAMES LOGAN HIGH SCHOOL,Union City,Alameda,App,176,12,,19,,126,14,,
2014,JAMES LOGAN HIGH SCHOOL,Union City,Alameda,Adm,22,,,,,18,3,,
2014,JAMES LOGAN HIGH SCHOOL,Union City,Alameda,Enr,20,,,,,17,,,
2014,JAMES MONROE HIGH SCHOOL,North Hills,Los Angeles,App,33,,,21,,7,,,
2014,JAMES MONROE HIGH SCHOOL,North Hills,Los Angeles,Adm,4,,,3,,,,,
2014,JAMES MONROE HIGH SCHOOL,North Hills,Los Angeles,Enr,,,,,,,,,
2014,JEFFERSON HIGH SCHOOL,Daly City,San Mateo,App,19,,,,,14,,,
2014,JEFFERSON HIGH SCHOOL,Daly City,San Mateo,Adm,,,,,,,,,
2014,JEFFERSON HIGH SCHOOL,Daly City,San Mateo,Enr,,,,,,,,,
2014,JESSE M BETHEL HIGH SCHOOL,Vallejo,Solano,App,29,,,5,,20,,,
2014,JESSE M BETHEL HIGH SCHOOL,Vallejo,Solano,Adm,,,,,,,,,
2014,JESSE M BETHEL HIGH SCHOOL,Vallejo,Solano,Enr,,,,,,,,,
2014,JOHANSEN HIGH SCHOOL,Modesto,Stanislaus,App,19,,,10,,,6,,
2014,JOHANSEN HIGH SCHOOL,Modesto,Stanislaus,Adm,,,,,,,,,
2014,JOHANSEN HIGH SCHOOL,Modesto,Stanislaus,Enr,,,,,,,,,
2014,JOHN A ROWLAND HIGH SCHOOL,Rowland Heights,Los Angeles,App,65,,,5,,58,,,
2014,JOHN A ROWLAND HIGH SCHOOL,Rowland Heights,Los Angeles,Adm,3,,,,,,,,
